,"Register address","Register DEC","Field","Type","Accuracy","Unit","Min","Max","Read/Write","Remarks","User",
,"1546","5446 ","HistoryEventList_dH50","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1547","5447 ","HistoryEventList_ms50","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1548","5448 ","HistoryEventList_ID51","U16",,,,,"R","The 51th most recent historical event ID",,
,"1549","5449 ","HistoryEventList_yM51","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"154A","5450 ","HistoryEventList_dH51","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"154B","5451 ","HistoryEventList_ms51","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"154C","5452 ","HistoryEventList_ID52","U16",,,,,"R","The 52th most recent historical event ID",,
,"154D","5453 ","HistoryEventList_yM52","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"154E","5454 ","HistoryEventList_dH52","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"154F","5455 ","HistoryEventList_ms52","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1550","5456 ","HistoryEventList_ID53","U16",,,,,"R","The 53th most recent historical event ID",,
,"1551","5457 ","HistoryEventList_yM53","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1552","5458 ","HistoryEventList_dH53","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1553","5459 ","HistoryEventList_ms53","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1554","5460 ","HistoryEventList_ID54","U16",,,,,"R","The 54th most recent historical event ID",,
,"1555","5461 ","HistoryEventList_yM54","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1556","5462 ","HistoryEventList_dH54","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1557","5463 ","HistoryEventList_ms54","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1558","5464 ","HistoryEventList_ID55","U16",,,,,"R","The 55th most recent historical event ID",,
,"1559","5465 ","HistoryEventList_yM55","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"155A","5466 ","HistoryEventList_dH55","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"155B","5467 ","HistoryEventList_ms55","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"155C","5468 ","HistoryEventList_ID56","U16",,,,,"R","The 56th most recent historical event ID",,
,"155D","5469 ","HistoryEventList_yM56","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"155E","5470 ","HistoryEventList_dH56","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"155F","5471 ","HistoryEventList_ms56","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1560","5472 ","HistoryEventList_ID57","U16",,,,,"R","The 57th most recent historical event ID",,
,"1561","5473 ","HistoryEventList_yM57","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1562","5474 ","HistoryEventList_dH57","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1563","5475 ","HistoryEventList_ms57","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1564","5476 ","HistoryEventList_ID58","U16",,,,,"R","The 58th most recent historical event ID",,
,"1565","5477 ","HistoryEventList_yM58","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1566","5478 ","HistoryEventList_dH58","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1567","5479 ","HistoryEventList_ms58","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1568","5480 ","HistoryEventList_ID59","U16",,,,,"R","The 59th most recent historical event ID",,
,"1569","5481 ","HistoryEventList_yM59","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"156A","5482 ","HistoryEventList_dH59","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"156B","5483 ","HistoryEventList_ms59","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"156C","5484 ","HistoryEventList_ID60","U16",,,,,"R","The 60th most recent historical event ID",,
,"156D","5485 ","HistoryEventList_yM60","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"156E","5486 ","HistoryEventList_dH60","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"156F","5487 ","HistoryEventList_ms60","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1570","5488 ","HistoryEventList_ID61","U16",,,,,"R","The 61th most recent historical event ID",,
,"1571","5489 ","HistoryEventList_yM61","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1572","5490 ","HistoryEventList_dH61","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1573","5491 ","HistoryEventList_ms61","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1574","5492 ","HistoryEventList_ID62","U16",,,,,"R","The 62th most recent historical event ID",,
,"1575","5493 ","HistoryEventList_yM62","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1576","5494 ","HistoryEventList_dH62","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1577","5495 ","HistoryEventList_ms62","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1578","5496 ","HistoryEventList_ID63","U16",,,,,"R","The 63th most recent historical event ID",,
,"1579","5497 ","HistoryEventList_yM63","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"157A","5498 ","HistoryEventList_dH63","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"157B","5499 ","HistoryEventList_ms63","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"157C","5500 ","HistoryEventList_ID64","U16",,,,,"R","The 64th most recent historical event ID",,
,"157D","5501 ","HistoryEventList_yM64","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"157E","5502 ","HistoryEventList_dH64","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"157F","5503 ","HistoryEventList_ms64","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1580","5504 ","HistoryEventList_ID65","U16",,,,,"R","The 65th most recent historical event ID",,
,"1581","5505 ","HistoryEventList_yM65","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1582","5506 ","HistoryEventList_dH65","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1583","5507 ","HistoryEventList_ms65","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1584","5508 ","HistoryEventList_ID66","U16",,,,,"R","The 66th most recent historical event ID",,
,"1585","5509 ","HistoryEventList_yM66","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1586","5510 ","HistoryEventList_dH66","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1587","5511 ","HistoryEventList_ms66","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1588","5512 ","HistoryEventList_ID67","U16",,,,,"R","The 67th most recent historical event ID",,
,"1589","5513 ","HistoryEventList_yM67","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"158A","5514 ","HistoryEventList_dH67","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"158B","5515 ","HistoryEventList_ms67","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"158C","5516 ","HistoryEventList_ID68","U16",,,,,"R","The 68th most recent historical event ID",,
,"158D","5517 ","HistoryEventList_yM68","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"158E","5518 ","HistoryEventList_dH68","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"158F","5519 ","HistoryEventList_ms68","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1590","5520 ","HistoryEventList_ID69","U16",,,,,"R","The 69th most recent historical event ID",,
,"1591","5521 ","HistoryEventList_yM69","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1592","5522 ","HistoryEventList_dH69","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1593","5523 ","HistoryEventList_ms69","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1594","5524 ","HistoryEventList_ID70","U16",,,,,"R","The 70th most recent historical event ID",,
,"1595","5525 ","HistoryEventList_yM70","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1596","5526 ","HistoryEventList_dH70","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1597","5527 ","HistoryEventList_ms70","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1598","5528 ","HistoryEventList_ID71","U16",,,,,"R","The 71th most recent historical event ID",,
,"1599","5529 ","HistoryEventList_yM71","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"159A","5530 ","HistoryEventList_dH71","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"159B","5531 ","HistoryEventList_ms71","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"159C","5532 ","HistoryEventList_ID72","U16",,,,,"R","The 72th most recent historical event ID",,
,"159D","5533 ","HistoryEventList_yM72","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"159E","5534 ","HistoryEventList_dH72","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"159F","5535 ","HistoryEventList_ms72","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15A0","5536 ","HistoryEventList_ID73","U16",,,,,"R","The 73th most recent historical event ID",,
,"15A1","5537 ","HistoryEventList_yM73","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15A2","5538 ","HistoryEventList_dH73","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15A3","5539 ","HistoryEventList_ms73","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15A4","5540 ","HistoryEventList_ID74","U16",,,,,"R","The 74th most recent historical event ID",,
,"15A5","5541 ","HistoryEventList_yM74","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15A6","5542 ","HistoryEventList_dH74","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15A7","5543 ","HistoryEventList_ms74","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15A8","5544 ","HistoryEventList_ID75","U16",,,,,"R","The 75th most recent historical event ID",,
,"15A9","5545 ","HistoryEventList_yM75","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15AA","5546 ","HistoryEventList_dH75","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15AB","5547 ","HistoryEventList_ms75","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15AC","5548 ","HistoryEventList_ID76","U16",,,,,"R","The 76th most recent historical event ID",,
,"15AD","5549 ","HistoryEventList_yM76","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15AE","5550 ","HistoryEventList_dH76","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15AF","5551 ","HistoryEventList_ms76","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15B0","5552 ","HistoryEventList_ID77","U16",,,,,"R","The 77th most recent historical event ID",,
,"15B1","5553 ","HistoryEventList_yM77","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15B2","5554 ","HistoryEventList_dH77","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15B3","5555 ","HistoryEventList_ms77","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15B4","5556 ","HistoryEventList_ID78","U16",,,,,"R","The 78th most recent historical event ID",,
,"15B5","5557 ","HistoryEventList_yM78","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15B6","5558 ","HistoryEventList_dH78","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15B7","5559 ","HistoryEventList_ms78","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15B8","5560 ","HistoryEventList_ID79","U16",,,,,"R","The 79th most recent historical event ID",,
,"15B9","5561 ","HistoryEventList_yM79","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15BA","5562 ","HistoryEventList_dH79","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15BB","5563 ","HistoryEventList_ms79","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15BC","5564 ","HistoryEventList_ID80","U16",,,,,"R","The 80th most recent historical event ID",,
,"15BD","5565 ","HistoryEventList_yM80","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15BE","5566 ","HistoryEventList_dH80","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15BF","5567 ","HistoryEventList_ms80","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15C0","5568 ","HistoryEventList_ID81","U16",,,,,"R","The 81th most recent historical event ID",,
,"15C1","5569 ","HistoryEventList_yM81","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15C2","5570 ","HistoryEventList_dH81","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15C3","5571 ","HistoryEventList_ms81","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15C4","5572 ","HistoryEventList_ID82","U16",,,,,"R","The 82th most recent historical event ID",,
,"15C5","5573 ","HistoryEventList_yM82","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15C6","5574 ","HistoryEventList_dH82","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15C7","5575 ","HistoryEventList_ms82","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15C8","5576 ","HistoryEventList_ID83","U16",,,,,"R","The 83th most recent historical event ID",,
,"15C9","5577 ","HistoryEventList_yM83","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15CA","5578 ","HistoryEventList_dH83","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15CB","5579 ","HistoryEventList_ms83","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15CC","5580 ","HistoryEventList_ID84","U16",,,,,"R","The 84th most recent historical event ID",,
,"15CD","5581 ","HistoryEventList_yM84","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15CE","5582 ","HistoryEventList_dH84","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15CF","5583 ","HistoryEventList_ms84","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15D0","5584 ","HistoryEventList_ID85","U16",,,,,"R","The 85th most recent historical event ID",,
,"15D1","5585 ","HistoryEventList_yM85","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15D2","5586 ","HistoryEventList_dH85","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15D3","5587 ","HistoryEventList_ms85","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15D4","5588 ","HistoryEventList_ID86","U16",,,,,"R","The 86th most recent historical event ID",,
,"15D5","5589 ","HistoryEventList_yM86","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15D6","5590 ","HistoryEventList_dH86","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15D7","5591 ","HistoryEventList_ms86","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15D8","5592 ","HistoryEventList_ID87","U16",,,,,"R","The 87th most recent historical event ID",,
,"15D9","5593 ","HistoryEventList_yM87","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15DA","5594 ","HistoryEventList_dH87","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15DB","5595 ","HistoryEventList_ms87","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15DC","5596 ","HistoryEventList_ID88","U16",,,,,"R","The 88th most recent historical event ID",,
,"15DD","5597 ","HistoryEventList_yM88","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15DE","5598 ","HistoryEventList_dH88","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15DF","5599 ","HistoryEventList_ms88","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15E0","5600 ","HistoryEventList_ID89","U16",,,,,"R","The 89th most recent historical event ID",,
,"15E1","5601 ","HistoryEventList_yM89","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15E2","5602 ","HistoryEventList_dH89","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15E3","5603 ","HistoryEventList_ms89","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15E4","5604 ","HistoryEventList_ID90","U16",,,,,"R","The 90th most recent historical event ID",,
,"15E5","5605 ","HistoryEventList_yM90","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15E6","5606 ","HistoryEventList_dH90","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15E7","5607 ","HistoryEventList_ms90","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15E8","5608 ","HistoryEventList_ID91","U16",,,,,"R","The 91th most recent historical event ID",,
,"15E9","5609 ","HistoryEventList_yM91","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15EA","5610 ","HistoryEventList_dH91","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15EB","5611 ","HistoryEventList_ms91","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15EC","5612 ","HistoryEventList_ID92","U16",,,,,"R","The 92th most recent historical event ID",,
,"15ED","5613 ","HistoryEventList_yM92","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15EE","5614 ","HistoryEventList_dH92","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15EF","5615 ","HistoryEventList_ms92","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15F0","5616 ","HistoryEventList_ID93","U16",,,,,"R","The 93th most recent historical event ID",,
,"15F1","5617 ","HistoryEventList_yM93","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15F2","5618 ","HistoryEventList_dH93","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15F3","5619 ","HistoryEventList_ms93","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15F4","5620 ","HistoryEventList_ID94","U16",,,,,"R","The 94th most recent historical event ID",,
,"15F5","5621 ","HistoryEventList_yM94","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15F6","5622 ","HistoryEventList_dH94","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15F7","5623 ","HistoryEventList_ms94","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15F8","5624 ","HistoryEventList_ID95","U16",,,,,"R","The 95th most recent historical event ID",,
,"15F9","5625 ","HistoryEventList_yM95","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15FA","5626 ","HistoryEventList_dH95","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15FB","5627 ","HistoryEventList_ms95","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"15FC","5628 ","HistoryEventList_ID96","U16",,,,,"R","The 96th most recent historical event ID",,
,"15FD","5629 ","HistoryEventList_yM96","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"15FE","5630 ","HistoryEventList_dH96","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"15FF","5631 ","HistoryEventList_ms96","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1600","5632 ","HistoryEventList_ID97","U16",,,,,"R","The 97th most recent historical event ID",,
,"1601","5633 ","HistoryEventList_yM97","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1602","5634 ","HistoryEventList_dH97","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1603","5635 ","HistoryEventList_ms97","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1604","5636 ","HistoryEventList_ID98","U16",,,,,"R","The 98th most recent historical event ID",,
,"1605","5637 ","HistoryEventList_yM98","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"1606","5638 ","HistoryEventList_dH98","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"1607","5639 ","HistoryEventList_ms98","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1608","5640 ","HistoryEventList_ID99","U16",,,,,"R","The 99th most recent historical event ID",,
,"1609","5641 ","HistoryEventList_yM99","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"160A","5642 ","HistoryEventList_dH99","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"160B","5643 ","HistoryEventList_ms99","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"160C","5644 ","HistoryEventList_ID100","U16",,,,,"R","The 100th most recent historical event ID",,
,"160D","5645 ","HistoryEventList_yM100","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,
,"160E","5646 ","HistoryEventList_dH100","U16",,,,,"R","High byte: date;
Low byte: hour.",,
,"160F","5647 ","HistoryEventList_ms100","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,
,"1610","5648 ","EnergyStatistics1","U32","0,01","kWh",,,"R","Article 1 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1611",,,,,,,,,,,
,"1612","5650 ","EnergyStatistics2","U32","0,01","kWh",,,"R","Article 2 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1613",,,,,,,,,,,
,"1614","5652 ","EnergyStatistics3","U32","0,01","kWh",,,"R","Article 3 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1615",,,,,,,,,,,
,"1616","5654 ","EnergyStatistics4","U32","0,01","kWh",,,"R","Article 4 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1617",,,,,,,,,,,
,"1618","5656 ","EnergyStatistics5","U32","0,01","kWh",,,"R","Article 5 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1619",,,,,,,,,,,
,"161A","5658 ","EnergyStatistics6","U32","0,01","kWh",,,"R","Article 6 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"161B",,,,,,,,,,,
,"161C","5660 ","EnergyStatistics7","U32","0,01","kWh",,,"R","Article 7 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"161D",,,,,,,,,,,
,"161E","5662 ","EnergyStatistics8","U32","0,01","kWh",,,"R","Article 8 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"161F",,,,,,,,,,,
,"1620","5664 ","EnergyStatistics9","U32","0,01","kWh",,,"R","Article 9 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1621",,,,,,,,,,,
,"1622","5666 ","EnergyStatistics10","U32","0,01","kWh",,,"R","Article 10 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1623",,,,,,,,,,,
,"1624","5668 ","EnergyStatistics11","U32","0,01","kWh",,,"R","Article 11 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1625",,,,,,,,,,,
,"1626","5670 ","EnergyStatistics12","U32","0,01","kWh",,,"R","Article 12 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1627",,,,,,,,,,,
,"1628","5672 ","EnergyStatistics13","U32","0,01","kWh",,,"R","Article 13 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1629",,,,,,,,,,,
,"162A","5674 ","EnergyStatistics14","U32","0,01","kWh",,,"R","Article 14 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"162B",,,,,,,,,,,
,"162C","5676 ","EnergyStatistics15","U32","0,01","kWh",,,"R","Article 15 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"162D",,,,,,,,,,,
,"162E","5678 ","EnergyStatistics16","U32","0,01","kWh",,,"R","Article 16 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"162F",,,,,,,,,,,
,"1630","5680 ","EnergyStatistics17","U32","0,01","kWh",,,"R","Article 17 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1631",,,,,,,,,,,
,"1632","5682 ","EnergyStatistics18","U32","0,01","kWh",,,"R","Article 18 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1633",,,,,,,,,,,
,"1634","5684 ","EnergyStatistics19","U32","0,01","kWh",,,"R","Article 19 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1635",,,,,,,,,,,
,"1636","5686 ","EnergyStatistics20","U32","0,01","kWh",,,"R","Article 20 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1637",,,,,,,,,,,
,"1638","5688 ","EnergyStatistics21","U32","0,01","kWh",,,"R","Article 21 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1639",,,,,,,,,,,
,"163A","5690 ","EnergyStatistics22","U32","0,01","kWh",,,"R","Article 22 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"163B",,,,,,,,,,,
,"163C","5692 ","EnergyStatistics23","U32","0,01","kWh",,,"R","Article 23 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"163D",,,,,,,,,,,
,"163E","5694 ","EnergyStatistics24","U32","0,01","kWh",,,"R","Article 24 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"163F",,,,,,,,,,,
,"1640","5696 ","EnergyStatistics25","U32","0,01","kWh",,,"R","Article 25 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1641",,,,,,,,,,,
,"1642","5698 ","EnergyStatistics26","U32","0,01","kWh",,,"R","Article 26 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1643",,,,,,,,,,,
,"1644","5700 ","EnergyStatistics27","U32","0,01","kWh",,,"R","Article 27 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1645",,,,,,,,,,,
,"1646","5702 ","EnergyStatistics28","U32","0,01","kWh",,,"R","Article 28 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1647",,,,,,,,,,,
,"1648","5704 ","EnergyStatistics29","U32","0,01","kWh",,,"R","Article 29 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"1649",,,,,,,,,,,
,"164A","5706 ","EnergyStatistics30","U32","0,01","kWh",,,"R","Article 30 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"164B",,,,,,,,,,,
,"164C","5708 ","EnergyStatistics31","U32","0,01","kWh",,,"R","Article 31 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"164D",,,,,,,,,,,
,"164E","5710 ","EnergyStatistics32","U32","0,01","kWh",,,"R","Article 32 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,
,"164F",,,,,,,,,,,
